"species","year","julian","lat","lon"
"Protea obtusifolia",1982,91,-33.625,18.875
"Protea obtusifolia",2008,108,-34.375,19.125
"Protea obtusifolia",1964,83,-34.375,19.125
"Protea obtusifolia",1978,74,-34.375,21.125
"Protea obtusifolia",1978,73,-34.375,21.375
"Protea obtusifolia",1981,71,-34.625,19.375
"Protea obtusifolia",1987,63,-34.625,19.375
"Protea obtusifolia",1963,36,-34.375,20.375
"Protea obtusifolia",1934,26,-34.625,20.125
"Protea punctata",1928,362,-33.375,22.125
"Protea punctata",1959,327,-33.625,19.875
"Protea punctata",1963,288,-33.125,19.625
"Protea punctata",1982,303,-33.375,19.375
"Protea punctata",1993,278,-33.625,20.875
"Protea punctata",1923,261,-33.375,23.125
"Protea punctata",1956,247,-33.125,19.375
"Protea punctata",1967,263,-33.375,23.125
"Protea punctata",1975,252,-33.625,23.875
"Protea punctata",1989,259,-33.375,22.125
"Protea punctata",1930,236,-33.375,23.125
"Protea punctata",1966,229,-33.625,22.125
"Protea punctata",1969,236,-33.875,19.625
"Protea punctata",1979,215,-33.625,22.875
"Protea punctata",1986,231,-33.375,22.125
"Protea punctata",1987,238,-33.375,20.625
"Protea punctata",1953,197,-32.375,19.125
"Protea punctata",1964,194,-33.125,19.625
"Protea punctata",1965,208,-33.375,22.125
"Protea punctata",1966,192,-33.375,22.125
"Protea punctata",1986,207,-33.125,23.625
"Protea punctata",1934,155,-34.125,19.625
"Protea punctata",1955,170,-33.375,22.125
"Protea punctata",1964,155,-33.125,19.125
"Protea punctata",1971,153,-33.625,21.375
"Protea punctata",1972,155,-32.375,19.125
"Protea punctata",1973,163,-33.625,23.875
"Protea punctata",1994,155,-33.625,21.375
"Protea punctata",1925,141,-33.375,20.625
"Protea punctata",1938,128,-33.375,22.125
"Protea punctata",1953,123,-32.375,19.125
"Protea punctata",1953,123,-32.625,19.375
"Protea punctata",1953,123,-32.375,19.375
"Protea punctata",1955,124,-33.375,21.375
"Protea punctata",1957,142,-33.375,21.375
"Protea punctata",1961,133,-33.375,22.125
"Protea punctata",1966,136,-32.625,19.125
"Protea punctata",1973,136,-33.625,19.625
"Protea punctata",1977,132,-33.375,21.125
"Protea punctata",1980,132,-33.125,19.125
"Protea punctata",1983,128,-33.875,19.125
"Protea punctata",1956,117,-33.375,22.125
"Protea punctata",1958,115,-33.375,22.125
"Protea punctata",1963,94,-33.375,22.125
"Protea punctata",1971,98,-33.875,19.625
"Protea punctata",1973,115,-33.375,21.375
"Protea punctata",1977,110,-33.625,22.125
"Protea punctata",1926,83,-33.375,22.125
"Protea punctata",1941,89,-33.375,22.125
"Protea punctata",1951,84,-34.375,19.875
"Protea punctata",1955,86,-33.125,19.125
"Protea punctata",1962,77,-33.625,19.125
"Protea punctata",1964,79,-33.375,19.375
"Protea punctata",1966,71,-33.625,23.375
"Protea punctata",1970,85,-33.375,22.125
"Protea punctata",1970,85,-33.625,22.125
"Protea punctata",1972,75,-33.875,19.375
"Protea punctata",1977,88,-33.625,22.875
"Protea punctata",1981,70,-33.125,19.375
"Protea punctata",1981,70,-33.875,19.875
"Protea punctata",1983,86,-33.875,22.375
"Protea punctata",1988,72,-33.625,22.875
"Protea punctata",1989,73,-33.375,22.125
"Protea punctata",1954,43,-33.375,22.125
"Protea punctata",1968,41,-33.125,19.375
"Protea punctata",1969,32,-33.875,23.625
"Protea punctata",1986,52,-33.375,21.375
"Protea punctata",2002,58,-33.375,19.375
"Protea punctata",1953,25,-33.375,22.375
"Protea punctata",1961,2,-33.125,22.125
"Protea punctata",1987,24,-33.375,21.125
"Protea repens",1921,351,-33.625,19.375
"Protea repens",1928,362,-33.375,21.375
"Protea repens",1959,342,-33.875,18.875
"Protea repens",1960,351,-34.375,19.125
"Protea repens",1925,324,-33.875,21.125
"Protea repens",1930,322,-31.375,19.125
"Protea repens",1960,319,-33.875,21.125
"Protea repens",1954,281,-33.625,26.875
"Protea repens",1974,294,-33.625,25.375
"Protea repens",1989,293,-33.875,19.625
"Protea repens",1993,280,-33.625,20.875
"Protea repens",1923,261,-33.375,23.125
"Protea repens",1928,273,-33.875,18.875
"Protea repens",1928,273,-34.125,18.875
"Protea repens",1930,250,-33.375,25.375
"Protea repens",1941,267,-34.625,19.625
"Protea repens",1943,251,-33.875,18.875
"Protea repens",1958,271,-34.125,18.875
"Protea repens",1964,245,-31.875,19.125
"Protea repens",1964,246,-31.875,19.125
"Protea repens",1965,268,-33.875,19.625
"Protea repens",1973,250,-33.625,23.125
"Protea repens",1978,269,-34.375,21.625
"Protea repens",1988,268,-33.625,19.125
"Protea repens",1993,247,-34.125,18.875
"Protea repens",1946,234,-33.875,18.625
"Protea repens",1949,221,-33.875,21.125
"Protea repens",1949,218,-33.375,21.375
"Protea repens",1954,230,-33.625,21.375
"Protea repens",1963,226,-30.375,29.125
"Protea repens",1974,226,-33.625,25.125
"Protea repens",1982,216,-33.375,26.875
"Protea repens",1986,231,-33.375,22.125
"Protea repens",1986,224,-32.625,19.375
"Protea repens",1986,231,-33.875,21.125
"Protea repens",1986,229,-33.625,19.625
"Protea repens",1986,225,-31.375,19.125
"Protea repens",1986,224,-33.125,19.375
"Protea repens",1986,228,-33.875,19.625
"Protea repens",1986,227,-33.875,18.875
"Protea repens",1987,230,-33.625,21.875
"Protea repens",1987,238,-33.375,20.625
"Protea repens",1993,222,-33.625,20.625
"Protea repens",1935,192,-34.375,21.375
"Protea repens",1943,202,-33.625,19.125
"Protea repens",1955,191,-34.375,19.375
"Protea repens",1956,199,-33.875,20.125
"Protea repens",1961,209,-33.625,19.125
"Protea repens",1961,209,-33.625,18.875
"Protea repens",1962,193,-34.375,19.875
"Protea repens",1962,193,-34.375,19.625
"Protea repens",1966,191,-33.625,18.875
"Protea repens",1966,200,-34.125,18.875
"Protea repens",1966,192,-33.375,22.125
"Protea repens",1966,191,-33.625,19.125
"Protea repens",1974,197,-33.875,23.625
"Protea repens",1974,193,-31.625,18.875
"Protea repens",1981,195,-34.375,18.875
"Protea repens",2005,201,-33.625,19.125
"Protea repens",1931,172,-31.375,19.125
"Protea repens",1951,171,-33.875,18.875
"Protea repens",1952,167,-33.875,18.875
"Protea repens",1955,161,-31.375,19.125
"Protea repens",1957,152,-33.625,19.625
"Protea repens",1957,152,-33.875,20.125
"Protea repens",1962,159,-33.625,23.125
"Protea repens",1962,161,-33.875,19.125
"Protea repens",1963,179,-33.875,18.875
"Protea repens",1966,174,-34.125,19.875
"Protea repens",1966,172,-33.875,18.875
"Protea repens",1966,178,-33.375,22.625
"Protea repens",1968,180,-34.125,19.125
"Protea repens",1970,168,-34.375,18.875
"Protea repens",1972,169,-34.125,18.375
"Protea repens",1972,169,-34.125,19.375
"Protea repens",1974,179,-33.375,22.125
"Protea repens",1977,161,-33.875,18.875
"Protea repens",1979,162,-34.375,19.875
"Protea repens",1979,164,-34.375,20.375
"Protea repens",1981,168,-33.625,18.875
"Protea repens",1984,171,-34.375,20.375
"Protea repens",1984,171,-34.375,20.625
"Protea repens",1911,130,-33.375,23.125
"Protea repens",1916,136,-34.125,18.375
"Protea repens",1930,132,-33.375,22.125
"Protea repens",1940,136,-33.875,18.375
"Protea repens",1943,149,-33.875,18.375
"Protea repens",1952,151,-33.375,19.375
"Protea repens",1954,150,-34.125,18.375
"Protea repens",1958,131,-33.125,19.375
"Protea repens",1961,130,-34.125,21.625
"Protea repens",1969,142,-33.875,19.125
"Protea repens",1970,146,-33.625,18.375
"Protea repens",1971,132,-33.375,26.375
"Protea repens",1972,123,-33.625,24.375
"Protea repens",1973,129,-34.375,19.125
"Protea repens",1974,128,-34.375,19.375
"Protea repens",1977,144,-33.375,21.125
"Protea repens",1977,150,-33.625,19.375
"Protea repens",1979,146,-33.875,18.625
"Protea repens",1979,133,-34.375,19.375
"Protea repens",1979,121,-33.625,18.625
"Protea repens",1982,144,-33.625,26.375
"Protea repens",1983,137,-33.625,24.125
"Protea repens",1983,135,-33.625,24.125
"Protea repens",1984,136,-34.375,20.375
"Protea repens",1985,121,-34.375,20.625
"Protea repens",1987,135,-34.375,21.625
"Protea repens",1917,116,-34.125,18.375
"Protea repens",1918,106,-34.125,18.625
"Protea repens",1936,102,-33.875,18.875
"Protea repens",1940,116,-34.125,19.375
"Protea repens",1948,116,-34.375,18.875
"Protea repens",1949,105,-33.875,18.875
"Protea repens",1953,95,-33.875,20.375
"Protea repens",1953,95,-32.875,19.125
"Protea repens",1956,107,-34.125,21.625
"Protea repens",1959,110,-33.875,18.875
"Protea repens",1959,99,-33.875,18.875
"Protea repens",1960,107,-33.375,19.875
"Protea repens",1962,102,-33.125,19.125
"Protea repens",1962,105,-34.125,22.125
"Protea repens",1962,105,-25.625,29.375
"Protea repens",1963,94,-33.375,22.125
"Protea repens",1971,106,-33.375,20.625
"Protea repens",1974,103,-34.125,19.875
"Protea repens",1974,104,-34.125,19.375
"Protea repens",1978,101,-31.375,19.125
"Protea repens",1979,99,-34.125,19.125
"Protea repens",1979,100,-34.625,19.875
"Protea repens",1979,101,-34.375,20.625
"Protea repens",1985,119,-34.375,20.375
"Protea repens",1986,95,-33.375,25.375
"Protea repens",1987,97,-33.625,23.875
"Protea repens",1990,105,-33.875,18.875
"Protea repens",1992,113,-34.375,18.875
"Protea repens",1935,75,-33.125,26.625
"Protea repens",1949,76,-33.625,19.375
"Protea repens",1964,79,-34.125,19.875
"Protea repens",1965,61,-33.375,26.875
"Protea repens",1973,89,-33.625,24.625
"Protea repens",1978,64,-32.375,19.125
"Protea repens",1978,72,-34.125,21.125
"Protea repens",1978,74,-34.375,20.625
"Protea repens",1979,89,-34.375,21.375
"Protea repens",1981,72,-33.375,21.375
"Protea repens",1985,74,-34.375,18.875
"Protea repens",1986,62,-33.625,20.125
"Protea repens",1988,76,-34.375,19.125
"Protea repens",1940,52,-33.875,20.625
"Protea repens",1966,47,-33.875,22.375
"Protea repens",1968,41,-33.125,19.375
"Protea repens",1974,50,-33.625,25.375
"Protea repens",1977,55,-33.375,22.875
"Protea repens",1977,34,-33.625,22.875
"Protea repens",1978,34,-33.875,18.875
"Protea repens",1978,34,-33.875,19.875
"Protea repens",1978,37,-33.625,18.375
"Protea repens",1979,43,-33.875,19.625
"Protea repens",1986,51,-33.375,21.375
"Protea repens",1987,35,-34.125,24.125
"Protea repens",1953,28,-33.875,18.875
"Protea repens",1961,4,-33.375,21.375
"Protea repens",1966,14,-33.375,18.875
"Protea repens",1967,8,-34.125,21.625
"Protea repens",1969,17,-34.375,18.875
"Protea repens",1971,10,-33.875,25.625
"Protea repens",1979,14,-33.875,19.625
"Protea repens",1986,12,-33.125,26.125
"Protea scabra",1962,351,-32.875,18.625
"Protea scabra",1962,351,-32.375,18.375
"Protea scabra",1993,338,-33.375,19.125
"Protea scabra",1952,317,-34.375,18.875
"Protea scabra",1952,324,-34.375,19.125
"Protea scabra",1972,319,-34.125,20.375
"Protea scabra",1947,278,-34.375,19.125
"Protea scabra",1958,280,-34.375,19.125
"Protea scabra",1963,291,-33.875,19.625
"Protea scabra",1976,278,-33.875,19.375
"Protea scabra",1942,249,-34.375,18.875
"Protea scabra",1948,249,-34.375,18.875
"Protea scabra",1953,247,-34.125,19.125
"Protea scabra",1954,261,-33.875,19.125
"Protea scabra",1955,247,-34.375,19.125
"Protea scabra",1958,271,-34.125,18.875
"Protea scabra",1962,256,-34.125,19.625
"Protea scabra",1962,244,-34.375,19.375
"Protea scabra",1962,264,-34.375,20.625
"Protea scabra",1962,263,-34.375,18.875
"Protea scabra",1962,263,-34.375,19.125
"Protea scabra",1964,255,-34.125,19.375
"Protea scabra",1969,253,-33.875,20.375
"Protea scabra",1972,273,-32.875,19.125
"Protea scabra",1972,250,-34.125,18.875
"Protea scabra",1987,260,-34.125,19.125
"Protea scabra",1989,268,-34.125,19.625
"Protea scabra",1938,223,-34.125,19.125
"Protea scabra",1938,224,-34.375,19.125
"Protea scabra",1952,217,-34.125,20.375
"Protea scabra",1953,229,-34.375,18.875
"Protea scabra",1953,228,-34.125,19.125
"Protea scabra",1953,225,-34.375,18.875
"Protea scabra",1953,232,-34.375,19.375
"Protea scabra",1962,219,-34.375,19.375
"Protea scabra",1969,220,-34.375,18.875
"Protea scabra",1971,240,-34.375,18.875
"Protea scabra",1974,227,-34.375,19.375
"Protea scabra",1975,238,-34.375,18.875
"Protea scabra",1976,227,-34.125,19.625
"Protea scabra",1977,231,-33.875,20.375
"Protea scabra",1934,185,-33.125,19.375
"Protea scabra",1940,199,-34.375,19.125
"Protea scabra",1947,198,-34.125,19.125
"Protea scabra",1948,202,-34.375,19.125
"Protea scabra",1954,191,-34.125,19.375
"Protea scabra",1959,200,-34.375,19.125
"Protea scabra",1962,203,-34.375,19.125
"Protea scabra",1974,209,-33.875,20.375
"Protea scabra",1979,198,-34.375,19.375
"Protea scabra",1954,156,-34.125,19.125
"Protea scabra",1979,157,-34.375,19.125
"Protea scabra",1992,132,-34.375,18.875
"Protea scabra",1960,107,-33.875,19.375
"Protea scabra",1979,99,-34.125,19.125
"Protea scabra",1979,100,-34.625,19.625
"Protea scabra",1993,114,-34.125,19.125
"Protea scabra",1960,90,-34.125,18.875
"Protea scabra",1961,87,-33.625,18.875
"Protea scabra",1972,78,-32.875,18.625
"Protea scabra",1978,75,-34.625,19.875
"Protea scabra",1970,51,-33.875,19.125
"Protea scabra",1934,4,-34.375,19.125
"Protea scabra",1967,10,-32.875,18.625
"Protea scabra",2004,20,-33.875,19.375
"Protea scolopendriifolia",1928,362,-33.125,22.125
"Protea scolopendriifolia",1928,361,-33.125,22.125
"Protea scolopendriifolia",1976,345,-33.375,22.125
"Protea scolopendriifolia",1976,344,-32.875,19.375
"Protea scolopendriifolia",1981,344,-33.375,19.625
"Protea scolopendriifolia",1997,364,-33.875,19.375
"Protea scolopendriifolia",1956,315,-32.875,19.375
"Protea scolopendriifolia",1959,327,-33.875,19.875
"Protea scolopendriifolia",1970,307,-33.625,22.875
"Protea scolopendriifolia",1977,328,-33.125,19.125
"Protea scolopendriifolia",1978,309,-33.375,22.625
"Protea scolopendriifolia",1923,291,-32.625,19.375
"Protea scolopendriifolia",1929,284,-33.375,19.125
"Protea scolopendriifolia",1955,274,-33.875,19.625
"Protea scolopendriifolia",1958,303,-32.375,19.125
"Protea scolopendriifolia",1963,288,-33.125,19.625
"Protea scolopendriifolia",1963,281,-33.625,19.125
"Protea scolopendriifolia",1963,291,-33.875,19.875
"Protea scolopendriifolia",1965,301,-33.875,19.375
"Protea scolopendriifolia",1966,292,-33.875,20.875
"Protea scolopendriifolia",1970,294,-33.125,19.125
"Protea scolopendriifolia",1988,304,-33.625,19.625
"Protea scolopendriifolia",1995,288,-32.375,19.125
"Protea scolopendriifolia",2007,297,-33.375,22.125
"Protea scolopendriifolia",1926,246,-33.625,18.875
"Protea scolopendriifolia",1936,269,-32.625,19.125
"Protea scolopendriifolia",1937,267,-32.375,19.125
"Protea scolopendriifolia",1945,252,-32.625,19.125
"Protea scolopendriifolia",1953,256,-33.375,19.125
"Protea scolopendriifolia",1953,256,-33.125,19.125
"Protea scolopendriifolia",1959,252,-33.875,19.375
"Protea scolopendriifolia",1962,248,-33.125,19.125
"Protea scolopendriifolia",1963,245,-32.375,19.125
"Protea scolopendriifolia",1963,262,-32.375,19.375
"Protea scolopendriifolia",1967,261,-33.625,22.875
"Protea scolopendriifolia",1967,261,-33.625,23.875
"Protea scolopendriifolia",1969,263,-33.875,18.875
"Protea scolopendriifolia",1971,252,-33.625,19.875
"Protea scolopendriifolia",1976,262,-33.625,18.875
"Protea scolopendriifolia",1977,249,-33.625,22.875
"Protea scolopendriifolia",1964,231,-33.375,19.375
"Protea scolopendriifolia",1973,227,-32.375,19.125
"Protea scolopendriifolia",1986,229,-33.625,19.625
"Protea scolopendriifolia",1988,222,-33.375,20.625
"Protea scolopendriifolia",1972,204,-32.375,19.125
"Protea scolopendriifolia",1964,158,-33.875,20.125
"Protea scolopendriifolia",1966,160,-33.375,22.125
"Protea scolopendriifolia",1995,124,-33.625,23.375
"Protea scolopendriifolia",1966,71,-33.625,23.375
"Protea scolopendriifolia",1995,82,-33.375,21.375
"Protea scolopendriifolia",1997,34,-33.375,21.125
"Protea scolopendriifolia",1997,34,-33.375,21.375
"Protea scolopendriifolia",1942,2,-33.125,19.625
"Protea scolopendriifolia",1975,4,-33.375,22.125
"Protea scolopendriifolia",1981,10,-33.375,21.375
"Protea scolymocephala",1915,321,-34.125,18.375
"Protea scolymocephala",1953,332,-34.125,18.375
"Protea scolymocephala",1955,313,-33.625,18.375
"Protea scolymocephala",1960,323,-34.125,18.625
"Protea scolymocephala",1961,309,-33.625,18.625
"Protea scolymocephala",1974,318,-33.625,18.375
"Protea scolymocephala",1983,328,-34.125,18.375
"Protea scolymocephala",1923,281,-34.125,18.625
"Protea scolymocephala",1927,288,-33.875,18.625
"Protea scolymocephala",1927,288,-33.625,18.625
"Protea scolymocephala",1933,291,-33.375,18.625
"Protea scolymocephala",1943,274,-33.125,18.375
"Protea scolymocephala",1945,281,-33.875,18.625
"Protea scolymocephala",1947,289,-33.375,18.375
"Protea scolymocephala",1956,292,-33.875,18.375
"Protea scolymocephala",1967,280,-34.125,18.375
"Protea scolymocephala",1967,281,-34.125,18.875
"Protea scolymocephala",1968,300,-34.375,19.125
"Protea scolymocephala",1968,278,-34.125,18.875
"Protea scolymocephala",1968,300,-34.375,19.375
"Protea scolymocephala",1978,277,-33.375,18.875
"Protea scolymocephala",1986,292,-32.625,18.375
"Protea scolymocephala",1906,255,-33.375,19.125
"Protea scolymocephala",1909,247,-34.125,18.375
"Protea scolymocephala",1911,270,-32.625,18.875
"Protea scolymocephala",1928,260,-34.125,18.375
"Protea scolymocephala",1929,250,-32.875,18.625
"Protea scolymocephala",1934,266,-32.375,18.625
"Protea scolymocephala",1938,244,-33.875,18.625
"Protea scolymocephala",1940,252,-33.875,18.375
"Protea scolymocephala",1941,249,-34.125,18.375
"Protea scolymocephala",1945,271,-33.875,18.625
"Protea scolymocephala",1946,257,-34.125,18.875
"Protea scolymocephala",1949,260,-34.375,19.125
"Protea scolymocephala",1954,268,-33.375,18.625
"Protea scolymocephala",1958,251,-33.875,18.375
"Protea scolymocephala",1961,258,-33.875,18.875
"Protea scolymocephala",1962,264,-33.625,18.625
"Protea scolymocephala",1962,245,-34.375,19.125
"Protea scolymocephala",1965,264,-34.125,20.375
"Protea scolymocephala",1966,268,-34.375,18.375
"Protea scolymocephala",1969,259,-33.625,18.375
"Protea scolymocephala",1973,249,-33.625,18.625
"Protea scolymocephala",1973,247,-34.375,19.125
"Protea scolymocephala",1973,247,-34.375,18.875
"Protea scolymocephala",1975,247,-33.125,18.375
"Protea scolymocephala",1978,255,-33.875,18.625
"Protea scolymocephala",2000,262,-34.125,18.875
"Protea scolymocephala",1929,230,-33.375,18.375
"Protea scolymocephala",1938,242,-34.625,20.125
"Protea scolymocephala",1940,230,-34.125,18.375
"Protea scolymocephala",1969,224,-33.625,18.625
"Protea scolymocephala",1971,219,-33.875,18.625
"Protea scolymocephala",1975,241,-31.375,18.625
"Protea scolymocephala",1975,241,-32.375,18.625
"Protea scolymocephala",1982,224,-34.375,19.125
"Protea scolymocephala",1954,206,-33.125,18.375
"Protea scolymocephala",1966,202,-32.375,18.625
"Protea scolymocephala",1979,187,-33.375,20.625
"Protea scolymocephala",1980,193,-33.625,19.625
"Protea scolymocephala",1948,178,-34.125,18.625
"Protea scolymocephala",1984,109,-33.625,18.875
"Protea scolymocephala",2005,118,-34.125,18.375
"Protea scolymocephala",1962,53,-34.125,18.625
"Protea scolymocephala",1962,53,-33.625,18.625
"Protea simplex",1913,335,-29.875,30.875
"Protea simplex",1940,350,-32.625,26.875
"Protea simplex",1944,353,-31.125,30.125
"Protea simplex",1955,341,-26.375,31.125
"Protea simplex",1985,344,-31.125,30.125
"Protea simplex",1986,338,-31.375,29.625
"Protea simplex",1987,361,-30.875,30.125
"Protea simplex",1924,312,-29.625,18.625
"Protea simplex",1945,331,-32.375,28.625
"Protea simplex",1945,330,-32.375,28.625
"Protea simplex",1993,320,-27.625,32.625
"Protea simplex",1910,275,-32.875,28.125
"Protea simplex",1910,275,-33.125,27.875
"Protea simplex",1973,293,-32.875,28.125
"Protea simplex",1914,246,-29.875,31.125
"Protea simplex",1953,229,-30.375,30.125
"Protea simplex",1988,214,-32.375,28.875
"Protea simplex",1966,207,-30.875,30.375
"Protea simplex",1970,194,-30.625,29.625
"Protea simplex",1971,182,-32.875,28.125
"Protea simplex",1988,212,-32.625,28.625
"Protea simplex",1995,199,-31.125,30.125
"Protea simplex",1978,152,-32.625,27.375
"Protea simplex",1979,177,-30.875,30.375
"Protea simplex",1979,177,-31.125,30.125
"Protea simplex",2000,164,-31.375,29.875
"Protea simplex",1927,136,-33.125,27.875
"Protea simplex",1935,142,-23.875,30.125
"Protea simplex",1955,125,-29.125,30.625
"Protea simplex",1956,143,-27.875,31.375
"Protea simplex",1969,131,-31.375,29.625
"Protea simplex",1971,121,-29.375,29.375
"Protea simplex",1978,143,-27.875,31.375
"Protea simplex",1978,146,-28.875,29.125
"Protea simplex",1945,91,-29.125,29.875
"Protea simplex",1955,118,-31.625,27.875
"Protea simplex",1904,64,-30.875,28.375
"Protea simplex",1926,68,-29.625,30.375
"Protea simplex",1926,71,-29.875,29.625
"Protea simplex",1944,65,-32.875,28.125
"Protea simplex",1949,68,-28.875,31.375
"Protea simplex",1949,69,-29.875,29.875
"Protea simplex",1953,65,-23.875,29.875
"Protea simplex",1955,72,-29.375,30.125
"Protea simplex",1955,80,-29.625,29.375
"Protea simplex",1957,74,-26.375,31.125
"Protea simplex",1957,60,-23.875,30.125
"Protea simplex",1962,74,-26.375,31.125
"Protea simplex",1962,86,-26.375,31.125
"Protea simplex",1985,64,-29.625,29.375
"Protea simplex",1989,65,-26.125,31.125
"Protea simplex",1910,58,-31.625,27.625
"Protea simplex",1929,33,-31.375,29.625
"Protea simplex",1939,42,-29.125,30.625
"Protea simplex",1956,38,-26.625,31.125
"Protea simplex",1956,38,-27.875,31.625
"Protea simplex",1958,52,-26.375,31.125
"Protea simplex",1963,37,-31.125,28.125
"Protea simplex",1982,33,-29.875,29.875
"Protea simplex",1996,40,-25.875,30.375
"Protea simplex",2000,47,-27.625,30.875
"Protea simplex",2000,42,-26.125,31.125
"Protea simplex",1905,1,-26.375,31.125
"Protea simplex",1906,8,-22.875,29.875
"Protea simplex",1935,15,-28.625,30.875
"Protea simplex",1950,18,-32.625,27.125
"Protea simplex",1956,11,-29.875,30.875
"Protea simplex",1957,27,-31.625,27.875
"Protea simplex",1957,12,-31.125,30.125
"Protea simplex",1965,25,-29.375,30.125
"Protea simplex",1975,27,-23.875,29.875
"Protea simplex",1990,20,-30.375,29.875
"Protea simplex",1996,21,-30.875,30.375
"Protea simplex",1998,27,-29.625,29.375
"Protea simplex",2005,11,-30.875,30.125
"Protea speciosa",1930,337,-34.625,20.125
"Protea speciosa",1939,351,-33.875,18.625
"Protea speciosa",1948,344,-34.125,18.375
"Protea speciosa",1953,342,-33.875,18.375
"Protea speciosa",1962,350,-34.375,20.625
"Protea speciosa",1929,313,-34.125,18.375
"Protea speciosa",1952,334,-34.375,19.875
"Protea speciosa",1962,328,-34.125,19.375
"Protea speciosa",1972,328,-34.125,19.125
"Protea speciosa",1972,321,-34.625,19.875
"Protea speciosa",1972,333,-34.125,19.125
"Protea speciosa",1974,311,-33.875,21.375
"Protea speciosa",1987,319,-33.875,21.625
"Protea speciosa",1937,283,-33.875,18.375
"Protea speciosa",1961,289,-34.125,20.125
"Protea speciosa",1961,277,-34.375,19.125
"Protea speciosa",1964,299,-33.875,18.375
"Protea speciosa",1965,286,-34.125,18.875
"Protea speciosa",1968,300,-34.375,19.125
"Protea speciosa",1968,300,-34.375,19.375
"Protea speciosa",1977,303,-34.375,19.625
"Protea speciosa",1980,275,-34.125,19.125
"Protea speciosa",1921,265,-34.125,18.875
"Protea speciosa",1932,261,-34.625,20.125
"Protea speciosa",1978,248,-34.375,20.625
"Protea speciosa",1979,247,-34.375,19.125
"Protea speciosa",1979,265,-34.375,20.625
"Protea speciosa",1927,225,-33.875,21.125
"Protea speciosa",1943,215,-33.875,20.875
"Protea speciosa",1953,228,-34.125,19.125
"Protea speciosa",1975,226,-34.125,19.625
"Protea speciosa",1977,229,-33.875,20.375
"Protea speciosa",1941,189,-34.375,20.625
"Protea speciosa",1943,210,-33.875,18.375
"Protea speciosa",1957,206,-33.875,21.125
"Protea speciosa",1960,187,-34.125,19.875
"Protea speciosa",1961,188,-34.375,18.875
"Protea speciosa",1970,190,-34.125,19.125
"Protea speciosa",1970,205,-34.375,18.875
"Protea speciosa",1974,207,-33.875,20.375
"Protea speciosa",1950,177,-33.625,19.625
"Protea speciosa",1952,166,-33.875,20.375
"Protea speciosa",1963,131,-33.875,20.375
"Protea speciosa",1963,131,-34.125,20.375
"Protea speciosa",1938,91,-34.125,22.375
"Protea speciosa",1974,103,-34.125,19.875
"Protea speciosa",1970,8,-34.125,19.125
"Protea speciosa",1970,14,-33.875,18.375
"Protea speciosa",1971,11,-34.375,19.625
"Protea speciosa",1976,12,-34.125,18.875
"Protea subulifolia",1967,362,-34.875,19.875
"Protea subulifolia",1980,339,-33.875,19.375
"Protea subulifolia",1993,343,-34.125,19.125
"Protea subulifolia",1991,319,-34.375,19.375
"Protea subulifolia",1960,279,-34.625,19.625
"Protea subulifolia",1963,291,-33.875,19.875
"Protea subulifolia",1965,301,-33.875,19.625
"Protea subulifolia",1971,292,-33.875,19.375
"Protea subulifolia",1989,293,-33.875,19.625
"Protea subulifolia",1943,247,-34.625,19.625
"Protea subulifolia",1959,259,-33.375,19.875
"Protea subulifolia",1962,256,-33.875,19.875
"Protea subulifolia",1965,268,-33.875,19.625
"Protea subulifolia",1978,266,-33.875,19.375
"Protea subulifolia",1992,251,-33.875,20.125
"Protea subulifolia",1953,229,-34.125,19.125
"Protea subulifolia",1953,215,-33.875,19.125
"Protea subulifolia",1958,242,-34.375,19.125
"Protea subulifolia",1960,228,-34.125,19.125
"Protea subulifolia",1960,228,-33.875,19.375
"Protea subulifolia",1963,213,-34.375,19.875
"Protea subulifolia",1968,235,-34.375,19.625
"Protea subulifolia",1969,236,-33.875,19.625
"Protea subulifolia",1970,239,-33.875,19.375
"Protea subulifolia",1978,218,-34.125,19.625
"Protea subulifolia",1984,219,-33.875,19.625
"Protea subulifolia",1984,219,-34.375,19.125
"Protea subulifolia",1984,219,-33.375,19.125
"Protea subulifolia",1984,219,-34.625,19.625
"Protea subulifolia",1984,219,-34.625,19.875
"Protea subulifolia",1984,220,-33.875,19.625
"Protea subulifolia",1986,228,-33.875,19.625
"Protea subulifolia",1986,228,-33.875,19.375
"Protea subulifolia",1922,209,-34.125,18.875
"Protea subulifolia",1963,205,-34.625,20.125
"Protea subulifolia",1963,205,-34.625,19.875
"Protea subulifolia",1964,209,-33.875,19.125
"Protea subulifolia",1976,197,-34.125,19.875
"Protea subulifolia",1993,184,-34.125,19.125
"Protea subulifolia",1961,176,-33.625,19.375
"Protea subulifolia",1963,169,-33.875,19.625
"Protea subulifolia",1966,174,-34.125,19.875
"Protea subulifolia",1963,129,-34.625,19.875
"Protea subulifolia",1963,129,-34.625,19.625
"Protea subulifolia",1963,129,-34.625,20.125
"Protea subulifolia",1964,138,-33.875,19.125
"Protea subulifolia",1968,133,-33.875,19.375
"Protea subulifolia",1978,137,-33.875,19.125
"Protea subulifolia",1960,107,-33.375,19.875
"Protea subulifolia",1960,106,-33.875,19.375
"Protea subulifolia",1979,100,-34.625,19.625
"Protea subulifolia",1978,76,-34.875,19.625
"Protea subulifolia",1978,76,-34.625,19.625
"Protea subulifolia",1961,54,-34.125,19.875
