"species","year","julian","lat","lon"
"Protea subulifolia",1983,47,-33.875,19.125
"Protea subulifolia",1956,9,-34.625,20.125
"Protea subulifolia",1979,14,-33.875,19.625
"Protea subvestita",1957,339,-28.625,31.125
"Protea subvestita",1957,339,-28.625,30.875
"Protea subvestita",1963,353,-28.375,28.625
"Protea subvestita",1965,335,-29.375,29.375
"Protea subvestita",1989,356,-30.625,29.625
"Protea subvestita",1945,314,-32.625,26.625
"Protea subvestita",1947,317,-32.875,27.375
"Protea subvestita",1980,328,-29.625,29.375
"Protea subvestita",1983,324,-29.875,29.125
"Protea subvestita",1994,328,-33.375,21.375
"Protea subvestita",1950,237,-28.625,29.375
"Protea subvestita",1960,222,-32.625,27.375
"Protea subvestita",1984,219,-32.625,27.375
"Protea subvestita",1942,186,-32.625,27.375
"Protea subvestita",1949,201,-32.625,25.625
"Protea subvestita",1955,195,-30.625,29.625
"Protea subvestita",1958,197,-29.125,29.375
"Protea subvestita",1958,191,-28.875,29.125
"Protea subvestita",1958,191,-29.125,29.375
"Protea subvestita",1965,192,-29.125,29.125
"Protea subvestita",1970,198,-29.875,31.125
"Protea subvestita",1985,188,-29.125,29.375
"Protea subvestita",1954,180,-29.375,30.125
"Protea subvestita",1957,164,-29.125,29.875
"Protea subvestita",1982,172,-29.625,29.375
"Protea subvestita",1943,128,-32.625,27.375
"Protea subvestita",1963,129,-32.625,27.125
"Protea subvestita",1971,121,-29.375,29.375
"Protea subvestita",1975,128,-29.625,29.375
"Protea subvestita",1991,122,-30.625,28.625
"Protea subvestita",1999,132,-33.625,24.125
"Protea subvestita",1953,113,-29.125,29.375
"Protea subvestita",1981,96,-28.375,29.125
"Protea subvestita",1904,64,-30.875,28.125
"Protea subvestita",1904,64,-31.125,28.375
"Protea subvestita",1938,67,-30.125,28.625
"Protea subvestita",1940,88,-28.625,30.875
"Protea subvestita",1954,78,-28.875,29.125
"Protea subvestita",1954,88,-28.875,29.125
"Protea subvestita",1965,83,-33.375,25.875
"Protea subvestita",1965,83,-29.875,29.125
"Protea subvestita",1968,78,-30.625,29.375
"Protea subvestita",1973,80,-29.125,29.875
"Protea subvestita",1976,70,-30.625,29.375
"Protea subvestita",1976,74,-32.625,27.375
"Protea subvestita",1993,72,-30.875,28.125
"Protea subvestita",1995,82,-33.375,21.375
"Protea subvestita",1932,56,-29.125,29.875
"Protea subvestita",1943,44,-32.625,26.875
"Protea subvestita",1946,53,-29.125,29.375
"Protea subvestita",1946,53,-28.875,29.625
"Protea subvestita",1962,58,-30.125,28.875
"Protea subvestita",1963,37,-31.125,28.125
"Protea subvestita",1973,42,-28.625,29.125
"Protea subvestita",1975,36,-30.375,28.875
"Protea subvestita",1982,36,-29.625,29.375
"Protea subvestita",1982,34,-29.625,29.125
"Protea subvestita",1983,43,-32.375,26.625
"Protea subvestita",1984,34,-29.875,29.375
"Protea subvestita",1988,34,-30.125,28.625
"Protea subvestita",1993,49,-31.125,28.125
"Protea subvestita",1994,35,-30.125,29.375
"Protea subvestita",1995,41,-33.375,21.375
"Protea subvestita",2000,50,-27.125,30.375
"Protea subvestita",1911,17,-32.625,27.125
"Protea subvestita",1911,17,-33.375,27.375
"Protea subvestita",1915,12,-29.375,29.375
"Protea subvestita",1927,6,-32.625,26.625
"Protea subvestita",1927,6,-32.375,26.625
"Protea subvestita",1936,28,-32.625,26.625
"Protea subvestita",1948,15,-32.625,27.125
"Protea subvestita",1950,12,-32.625,26.625
"Protea subvestita",1955,25,-28.625,28.875
"Protea subvestita",1958,20,-29.125,29.375
"Protea subvestita",1960,14,-30.875,28.375
"Protea subvestita",1964,15,-27.375,30.125
"Protea subvestita",1964,10,-31.625,27.875
"Protea subvestita",1966,26,-29.625,29.375
"Protea subvestita",1968,17,-29.625,29.625
"Protea subvestita",1973,15,-30.125,28.875
"Protea subvestita",1973,15,-29.875,29.125
"Protea subvestita",1977,18,-29.875,29.125
"Protea subvestita",1978,30,-29.875,29.125
"Protea subvestita",1980,17,-32.375,26.625
"Protea subvestita",1981,25,-29.625,29.375
"Protea subvestita",1983,16,-30.125,28.625
"Protea subvestita",1986,25,-30.125,28.625
"Protea subvestita",2002,3,-29.625,29.375
"Protea welwitschii",1905,336,-25.625,28.125
"Protea welwitschii",1905,363,-25.625,28.125
"Protea welwitschii",1920,346,-25.625,28.125
"Protea welwitschii",1928,344,-25.625,28.125
"Protea welwitschii",1930,342,-30.875,28.625
"Protea welwitschii",1931,361,-24.125,28.625
"Protea welwitschii",1934,364,-25.875,28.125
"Protea welwitschii",1934,357,-24.125,28.625
"Protea welwitschii",1948,362,-30.375,30.375
"Protea welwitschii",1954,364,-24.125,29.125
"Protea welwitschii",1957,357,-24.875,28.375
"Protea welwitschii",1962,346,-25.875,28.875
"Protea welwitschii",1962,346,-25.625,28.625
"Protea welwitschii",1970,362,-25.625,27.125
"Protea welwitschii",1974,352,-25.125,30.125
"Protea welwitschii",1978,358,-26.125,27.875
"Protea welwitschii",1997,336,-25.125,30.125
"Protea welwitschii",1926,328,-25.875,29.375
"Protea welwitschii",1930,307,-30.875,28.625
"Protea welwitschii",1940,311,-25.625,27.125
"Protea welwitschii",1949,316,-26.125,27.875
"Protea welwitschii",1949,316,-24.625,27.125
"Protea welwitschii",1952,316,-25.625,30.375
"Protea welwitschii",1952,315,-24.625,28.375
"Protea welwitschii",1973,314,-25.875,31.125
"Protea welwitschii",1905,265,-24.625,28.375
"Protea welwitschii",2006,272,-25.875,28.625
"Protea welwitschii",1957,233,-30.875,28.625
"Protea welwitschii",1959,241,-25.375,29.375
"Protea welwitschii",2009,182,-25.875,28.875
"Protea welwitschii",1928,162,-25.625,28.125
"Protea welwitschii",1972,165,-24.375,28.625
"Protea welwitschii",1905,144,-29.625,30.625
"Protea welwitschii",1928,148,-25.625,28.125
"Protea welwitschii",1936,148,-29.875,31.125
"Protea welwitschii",1936,142,-25.625,28.125
"Protea welwitschii",1952,142,-25.625,28.125
"Protea welwitschii",1955,125,-29.125,30.625
"Protea welwitschii",1971,136,-23.625,28.125
"Protea welwitschii",2003,149,-24.875,30.375
"Protea welwitschii",1924,95,-29.875,31.125
"Protea welwitschii",1933,98,-26.125,27.125
"Protea welwitschii",1969,117,-30.875,28.625
"Protea welwitschii",1969,116,-30.875,28.625
"Protea welwitschii",1970,94,-24.375,28.625
"Protea welwitschii",1973,97,-24.125,28.375
"Protea welwitschii",1986,94,-28.625,31.125
"Protea welwitschii",1986,93,-28.625,31.125
"Protea welwitschii",2004,92,-23.875,28.375
"Protea welwitschii",1903,89,-28.625,31.125
"Protea welwitschii",1926,68,-29.625,30.625
"Protea welwitschii",1936,86,-25.625,28.625
"Protea welwitschii",1939,82,-28.625,31.125
"Protea welwitschii",1951,70,-25.125,30.375
"Protea welwitschii",1954,71,-25.625,27.625
"Protea welwitschii",1968,67,-29.625,30.875
"Protea welwitschii",1972,67,-25.625,28.625
"Protea welwitschii",1976,67,-29.625,31.125
"Protea welwitschii",1985,63,-24.625,28.125
"Protea welwitschii",1928,53,-26.625,27.875
"Protea welwitschii",1928,53,-26.125,27.875
"Protea welwitschii",1931,35,-30.875,28.625
"Protea welwitschii",1945,46,-25.625,28.125
"Protea welwitschii",1953,37,-26.125,27.625
"Protea welwitschii",1957,55,-24.625,28.625
"Protea welwitschii",1968,33,-25.625,26.125
"Protea welwitschii",1972,36,-26.125,28.125
"Protea welwitschii",1972,49,-24.125,28.375
"Protea welwitschii",1972,48,-24.625,28.375
"Protea welwitschii",1974,33,-24.875,30.625
"Protea welwitschii",1975,33,-26.125,28.125
"Protea welwitschii",1982,38,-30.375,29.875
"Protea welwitschii",1983,53,-25.625,30.125
"Protea welwitschii",1905,25,-26.125,28.125
"Protea welwitschii",1909,3,-30.375,30.375
"Protea welwitschii",1928,27,-26.125,28.125
"Protea welwitschii",1928,9,-25.625,30.375
"Protea welwitschii",1939,11,-25.875,27.375
"Protea welwitschii",1946,14,-25.625,28.125
"Protea welwitschii",1947,17,-25.625,28.375
"Protea welwitschii",1950,2,-25.875,26.625
"Protea welwitschii",1952,18,-24.625,30.125
"Protea welwitschii",1952,19,-24.625,28.375
"Protea welwitschii",1952,6,-32.375,21.875
"Protea welwitschii",1953,29,-25.625,28.125
"Protea welwitschii",1953,6,-25.625,28.125
"Protea welwitschii",1953,6,-25.375,28.375
"Protea welwitschii",1953,29,-25.375,28.375
"Protea welwitschii",1954,3,-24.125,29.125
"Protea welwitschii",1956,20,-29.125,30.625
"Protea welwitschii",1959,6,-24.625,27.875
"Protea welwitschii",1959,6,-24.125,28.625
"Protea welwitschii",1960,7,-25.625,28.375
"Protea welwitschii",1960,7,-25.625,28.125
"Protea welwitschii",1962,24,-24.625,28.625
"Protea welwitschii",1962,24,-24.875,28.375
"Protea welwitschii",1967,8,-25.625,29.375
"Protea welwitschii",1968,15,-25.875,28.375
"Protea welwitschii",1968,15,-34.125,22.125
"Protea welwitschii",1972,29,-26.125,28.125
"Protea welwitschii",1972,29,-25.875,27.875
"Protea welwitschii",1974,27,-25.625,28.625
"Protea welwitschii",1975,26,-24.125,28.625
"Protea welwitschii",1975,26,-24.625,28.375
"Protea welwitschii",1978,8,-25.125,27.875
"Protea welwitschii",1979,10,-25.125,30.875
"Protea welwitschii",1979,5,-25.625,30.125
"Protea welwitschii",1984,25,-25.875,28.375
"Protea welwitschii",1985,25,-28.625,31.125
"Protea welwitschii",1986,11,-24.375,28.125
"Protea welwitschii",1987,13,-25.625,28.125
"Protea welwitschii",1992,29,-29.625,30.875
